name,category,city
"Административное здание торгового дома ""Кунст и Альберс""",attraction,Владивосток
Городская управа,attraction,Владивосток
Здание духовной консистории,attraction,Владивосток
Доходный дом Общества изучения Амурского края,attraction,Владивосток
Инженерное управление Владивостокской крепости,attraction,Владивосток
Здание Почтамта,attraction,Владивосток
Женская гимназия,attraction,Владивосток
Здание синагоги,attraction,Владивосток
Здание Владивостокского телеграфа,attraction,Владивосток
Доходный дом И.В. Мешкова,attraction,Владивосток
Дом А.А. Фадеева,attraction,Владивосток
Дом Ф.Ф. Буссе,attraction,Владивосток
Дом Вальдена,attraction,Владивосток
"Деревянный дом, 1909 г.",attraction,Владивосток
"Жилой дом, 1914 г.",attraction,Владивосток
Здание Восточного Института,attraction,Владивосток
Здание Морского Штаба,attraction,Владивосток
Дом Я.Л. Семёнова,attraction,Владивосток
Дом генерал-губернатора,attraction,Владивосток
Дом командиров портов Восточного океана,attraction,Владивосток
Народный дом им. А.С. Пушкина,attraction,Владивосток
Доходный дом братьев Пьянковых,attraction,Владивосток
Здание генерального консульства Японии,attraction,Владивосток
Особняк Бринеров,attraction,Владивосток
Здание золотосплавочной лаборатории Русско-Азиатского банка,attraction,Владивосток
Здание Китайского консульства,attraction,Владивосток
Здание Совнархоза,attraction,Владивосток
Дом Н.В. Соллогуба,attraction,Владивосток
"Ансамбль деревянных домов, 1893-1899 г.",attraction,Владивосток
Историческое здание гостиницы Сибирское Подворье,attraction,Владивосток
Дом Лангелитье,attraction,Владивосток
Доходный дом А.Б. Филипченко,attraction,Владивосток
Здание Главсевморпути,attraction,Владивосток
"Здания городского полицейского управления и главного пожарного депо, 1908 г.",attraction,Владивосток
Tea Funny,cafe,Владивосток
Китайские шашлычки,fast_food,Владивосток
Debauche,bar,Владивосток
Mono Coffee,cafe,Владивосток
Кофеоника,cafe,Владивосток
Нихао,fast_food,Владивосток
Агар-Агар,cafe,Владивосток
Бармузей Васи Ложкина,bar,Владивосток
Рай вкуса,cafe,Владивосток
Цап-ля,restaurant,Владивосток
Tokyo Market,fast_food,Владивосток
Dram cafe,fast_food,Владивосток
Moon Fish,restaurant,Владивосток
Glass Beach,attraction,Владивосток
93°,cafe,Владивосток
Артэтаж,gallery,Владивосток
Хуньчунь Саможар,cafe,Владивосток
Саша и Лена,cafe,Владивосток
Дюй Юань,cafe,Владивосток
КофеМолка,cafe,Владивосток
Путь домой начинается со старта,artwork,Владивосток
Додо Пицца,fast_food,Владивосток
"Пункт Лапласа - место, где пересекаются параллель и меридиан на территории Владивостока",attraction,Владивосток
Ереван,cafe,Владивосток
Эдем,cafe,Владивосток
Сезон,cafe,Владивосток
Сыроварня,restaurant,Владивосток
Coffee Moon,cafe,Владивосток
,gambling,Владивосток
Засыпаный вход,attraction,Владивосток
Dad (dreams and dreamers),cafe,Владивосток
Композиция «Тигр»,artwork,Владивосток
Митя,restaurant,Владивосток
Татев,restaurant,Владивосток
Fan-зона Динамо,bar,Владивосток
Миллионка,artwork,Владивосток
Разноцветные животные,artwork,Владивосток
Маргарита,artwork,Владивосток
Nane cake,cafe,Владивосток
"Панно ""Алексей Леонов""",artwork,Владивосток
T.Night club,nightclub,Владивосток
Вспышка,cafe,Владивосток
Дасплинг Репаблик,cafe,Владивосток
Дерсу Узала,artwork,Владивосток
Агутин music bar,bar,Владивосток
BURO,bar,Владивосток
Китаец водонос,artwork,Владивосток
Catzilla,artwork,Владивосток
Зелёный,cafe,Владивосток
Поэзия,artwork,Владивосток
Наташа и Интервент,artwork,Владивосток
У.Э.С.,cafe,Владивосток
Мускатный кит,cafe,Владивосток
Sibumi,cafe,Владивосток
Narita,bar,Владивосток
Met tea,cafe,Владивосток
Funny Chicken,fast_food,Владивосток
Добрыня и Аня,restaurant,Владивосток
Lighthouse,fast_food,Владивосток
Нагорная кофейня,cafe,Владивосток
Gelato italiano,cafe,Владивосток
Cafeма,cafe,Владивосток
Шашлыкевич,cafe,Владивосток
Solo pizza,fast_food,Владивосток
Bubbles,cafe,Владивосток
See sea,restaurant,Владивосток
Борщ,cafe,Владивосток
Papaya,cafe,Владивосток
Место встречи,fast_food,Владивосток
Seafood,bar,Владивосток
Sakura,bar,Владивосток
,cinema,Владивосток
Hard Pop,cafe,Владивосток
Tsunami,cafe,Владивосток
Daisy,bar,Владивосток
One hot pot,cafe,Владивосток
Redneck,pub,Владивосток
Тарталетки,cafe,Владивосток
Sherwood,bar,Владивосток
sAb,fast_food,Владивосток
Hello,cafe,Владивосток
Syncopa jazz,bar,Владивосток
На Lava'ше,fast_food,Владивосток
Кабинет,bar,Владивосток
iChina,restaurant,Владивосток
Kar Fana,fast_food,Владивосток
The Atel'ier bar,bar,Владивосток
Barxat,bar,Владивосток
Bricks,bar,Владивосток
Contempo,cafe,Владивосток
Hotto ramen,restaurant,Владивосток
Wet rat,bar,Владивосток
Кофе Машина,cafe,Владивосток
Жукевичъ,bar,Владивосток
Зелёный остров,mall,Владивосток
ТЦ Родина,mall,Владивосток
,mall,Владивосток
ТЦ Первореченский,mall,Владивосток
Максим,mall,Владивосток
ЗАРЯ,mall,Владивосток
Галактика,cinema,Владивосток
"Торгово-развлекательный центр ""Калина Молл""",mall,Владивосток
Калина Молл,mall,Владивосток
Виктория,mall,Владивосток
"Торговый центр ""Сотка""",mall,Владивосток
Снеговая падь,mall,Владивосток
Clover House,mall,Владивосток
Океан,cinema,Владивосток
Приморский драматический театр имени Максима Горького,theatre,Владивосток
Цирк,theatre,Владивосток
FESCO Hall,theatre,Владивосток
Дом офицеров флота,theatre,Владивосток
"ДВФУ, Научный музей",university,Владивосток
S-56,museum,Владивосток
Галерея,mall,Владивосток
Пушкинский театр,theatre,Владивосток
Универсам,mall,Владивосток
Владивостокский ГУМ,mall,Владивосток
Первомай,mall,Владивосток
Владивосток,cinema,Владивосток
ТЦ Лидер,mall,Владивосток
Оазис,nightclub,Владивосток
Шашлычная,cafe,Владивосток
ТЦ Славянский,mall,Владивосток
ТЦ Гермес,mall,Владивосток
ТЦ Станислав,mall,Владивосток
Нептун,cinema,Владивосток
Владивостокский океанариум. Музей ТИНРО,museum,Владивосток
Ориент,mall,Владивосток
АТЦ О'К,mall,Владивосток
Россиянка,mall,Владивосток
Домовой,mall,Владивосток
Все свое,mall,Владивосток
ОК!,mall,Владивосток
Самоцвет,mall,Владивосток
Фрегат,mall,Владивосток
Райский сад,cafe,Владивосток
Пальчики оближешь,cafe,Владивосток
Авангард,mall,Владивосток
"Интернет-кафе ""Azartcity""",cafe,Владивосток
Шамса,cafe,Владивосток
КИТАЙ-ГОРОД,mall,Владивосток
"ТЦ ""Луговая""",mall,Владивосток
ТЦ Переход,mall,Владивосток
Кавказская пленница,restaurant,Владивосток
Надежда,mall,Владивосток
У семи дорог,cafe,Владивосток
Кольцевой,mall,Владивосток
Суши,cafe,Владивосток
Ханс,restaurant,Владивосток
Дом-музей ДВГТУ,museum,Владивосток
"ТД ""Алеутский""",mall,Владивосток
Чикаго,cafe,Владивосток
Пятый Океан,restaurant,Владивосток
Владивостокская крепость,museum,Владивосток
Исторический фонд Дальневосточного морского пароходства,museum,Владивосток
Союз,mall,Владивосток
"ТЦ ""Реми""",mall,Владивосток
Дом детства и юношества имени Крыгина,arts_centre,Владивосток
Серп и Молот,mall,Владивосток
Дом-музей Суханова,museum,Владивосток
Солнце,cafe,Владивосток
Мельница,restaurant,Владивосток
ТЦ Диомид,mall,Владивосток
Светлана,mall,Владивосток
Чан,cafe,Владивосток
Игнат,mall,Владивосток
Дилан,mall,Владивосток
ТЦ Манеж,mall,Владивосток
Студенческая столовая,restaurant,Владивосток
Мир детства,mall,Владивосток
Куриный вольер,attraction,Владивосток
Irish Steak,restaurant,Владивосток
3 Богатыря,restaurant,Владивосток
Stop Line,fast_food,Владивосток
Искра,mall,Владивосток
COca-Cola,fast_food,Владивосток
"Торговый дом ""АРИТ""",mall,Владивосток
Галактика,cafe,Владивосток
Лесная Заимка,restaurant,Владивосток
Уссури,cinema,Владивосток
HONG-KONG,restaurant,Владивосток
Европейский пассаж,mall,Владивосток
Особняк,mall,Владивосток
Круиз,restaurant,Владивосток
Летучая рыба,cafe,Владивосток
Красный вымпел,museum,Владивосток
Zazacafe,fast_food,Владивосток
Рондо,mall,Владивосток
Орхидея,cafe,Владивосток
Пьяная курица,food_court,Владивосток
Скала Любви,cafe,Владивосток
у Грачика,cafe,Владивосток
у Марины,cafe,Владивосток
Горянка,cafe,Владивосток
Оазис,cafe,Владивосток
Роза,cafe,Владивосток
Тропиканка,cafe,Владивосток
Уют,cafe,Владивосток
Столица,cafe,Владивосток
Биньхай,mall,Владивосток
Черёмушки,mall,Владивосток
Музей пограничников,museum,Владивосток
ТЦ Маяк,mall,Владивосток
Баржа,restaurant,Владивосток
Capone,fast_food,Владивосток
Caspiya,cafe,Владивосток
Приморская сцена Мариинского театра,theatre,Владивосток
Севан,cafe,Владивосток
Antenna building,mall,Владивосток
ТЦ Велес,mall,Владивосток
Гранд,mall,Владивосток
Охотный двор,restaurant,Владивосток
Азиза,cafe,Владивосток
Хеопс,restaurant,Владивосток
Комета,bar,Владивосток
В гостях у Лауры,cafe,Владивосток
Самбери,mall,Владивосток
Zaza cafe,fast_food,Владивосток
зоопарк “САДГОРОД“,zoo,Владивосток
Квадрат,mall,Владивосток
Del Mar,restaurant,Владивосток
Pit-Stop: Fast & Good,fast_food,Владивосток
777,cafe,Владивосток
Реми,mall,Владивосток
Восток-City,mall,Владивосток
Водно Спортивная база,cafe,Владивосток
Семёрочка,mall,Владивосток
Седанка сити,mall,Владивосток
"Торгово-развлекательный центр ""Дружба""",mall,Владивосток
Crabhouse,cafe,Владивосток
Тесто,fast_food,Владивосток
Шилка,mall,Владивосток
Квартал,mall,Владивосток
Chick`n`Roll,fast_food,Владивосток
Марс,mall,Владивосток
Route 60 Big City Food,fast_food,Владивосток
ZENITH,mall,Владивосток
Универбыт,mall,Владивосток
Планета,mall,Владивосток
Кит,mall,Владивосток
Берёзка,mall,Владивосток
Кристалл,mall,Владивосток
71 район,mall,Владивосток
От и до,mall,Владивосток
Буду кофе,cafe,Владивосток
Восточная жемчужина,cafe,Владивосток
Стекляшка,attraction,Владивосток
Пит-стоп Бутер БРО,fast_food,Владивосток
ТЦ Школьная,mall,Владивосток
Mira,mall,Владивосток
Патрокл,mall,Владивосток
Asia Mix,restaurant,Владивосток
Кедровый бор,attraction,Владивосток
Coffee,fast_food,Владивосток
Еда И Точка,fast_food,Владивосток
Планета дружбы,artwork,Владивосток
Олимп,restaurant,Махачкала
Кавказ,restaurant,Махачкала
Пирамида,cinema,Махачкала
Золотой орел,restaurant,Махачкала
Аварский музыкально-драматический театр им. Гамзата Цадасы,theatre,Махачкала
Ресторан Смолян,restaurant,Махачкала
Хазар,restaurant,Махачкала
кинотеатр Дружба,cinema,Махачкала
Барракуда,restaurant,Махачкала
Анжело,restaurant,Махачкала
Теремок,restaurant,Махачкала
Шёлковый путь,restaurant,Махачкала
бывший кинотеатр Махачкала,cinema,Махачкала
Лунный берег,restaurant,Махачкала
Рамзес,restaurant,Махачкала
банкетный зал Афалина,restaurant,Махачкала
Волна,restaurant,Махачкала
Октябрь,cinema,Махачкала
,cafe,Махачкала
Тет-а-тет,cafe,Махачкала
Музей изобразительных искусств им. П.С.Гамзатовой,museum,Махачкала
Узбекистан,restaurant,Махачкала
Пиццерия Пицца ХА,restaurant,Махачкала
Музей книги,museum,Махачкала
Парк Хаус,restaurant,Махачкала
,fast_food,Махачкала
Бистро МуМуШка,restaurant,Махачкала
Уют,restaurant,Махачкала
Музей боевой славы,museum,Махачкала
Апрель,restaurant,Махачкала
Евразия,restaurant,Махачкала
Manhattan,cafe,Махачкала
Банкетный зал Авадан,cafe,Махачкала
Чинар,restaurant,Махачкала
Rush Lavash,cafe,Махачкала
Лав тайм,restaurant,Махачкала
Акрополь,restaurant,Махачкала
Алые паруса,restaurant,Махачкала
Банкетный зал Аль-Амир,cafe,Махачкала
Амигос,restaurant,Махачкала
Антарес кафе,cafe,Махачкала
Банкетный зал Арабеска,restaurant,Махачкала
Б/З Арафат,restaurant,Махачкала
Павлония,restaurant,Махачкала
Ари Гол кофейня,cafe,Махачкала
Ассорти,cafe,Махачкала
Бавария пив-бар,pub,Махачкала
Бакинский берег,restaurant,Махачкала
Бар Б-52,restaurant,Махачкала
Барон,restaurant,Махачкала
Баскин Робинс,cafe,Махачкала
Берёзка,cafe,Махачкала
Бильярдный клуб ДНП,bar,Махачкала
Блоссон,cafe,Махачкала
Богема,restaurant,Махачкала
Бон Аппети,restaurant,Махачкала
Бриошь р-н,restaurant,Махачкала
Буран,restaurant,Махачкала
YORK,restaurant,Махачкала
Валькирия,restaurant,Махачкала
Венеция б/з,restaurant,Махачкала
Викинг,restaurant,Махачкала
Столовая,cafe,Махачкала
Восточное кафе,cafe,Махачкала
Галерея,restaurant,Махачкала
Гамбит,restaurant,Махачкала
Гоза,cafe,Махачкала
Кафе Голивуд,cafe,Махачкала
Готика,restaurant,Махачкала
Да Винчи,restaurant,Махачкала
Дагвино,pub,Махачкала
Буржуа,restaurant,Махачкала
Столовая,fast_food,Махачкала
Дум кафе,restaurant,Махачкала
Т/Д Европейский,mall,Махачкала
Б/З Жемчужина,restaurant,Махачкала
З&М,cafe,Махачкала
З/М,food_court,Махачкала
Кафе З&М,cafe,Махачкала
Звёздочка,cafe,Махачкала
Золотая Бочка,restaurant,Махачкала
Золотая Империя,restaurant,Махачкала
Золушка,cafe,Махачкала
Т/Д Импульс,restaurant,Махачкала
Итальянская пицерия,cafe,Махачкала
Каир клуб,nightclub,Махачкала
Калипсо,restaurant,Махачкала
Кальянный дом,bar,Махачкала
Камеди бар,bar,Махачкала
Камелот,restaurant,Махачкала
Камильфо,cafe,Махачкала
Каспиян,restaurant,Махачкала
Киш Миш,restaurant,Махачкала
Княжество банкетный зал,food_court,Махачкала
Куба клуб,nightclub,Махачкала
Ламам,restaurant,Махачкала
Лондон,restaurant,Махачкала
Пиросмани,restaurant,Махачкала
Маидат,restaurant,Махачкала
Маленарий,cafe,Махачкала
Маракеш,restaurant,Махачкала
Махачкала кафе,cafe,Махачкала
МегаОм,mall,Махачкала
Кафе Меркез,restaurant,Махачкала
Микс,cafe,Махачкала
Мой Дагестан,restaurant,Махачкала
Моцарт,restaurant,Махачкала
Ресторан на Лермонтова,restaurant,Махачкала
Нарцисс,restaurant,Махачкала
Банкетный зал Насип,restaurant,Махачкала
Ресторан Океан,restaurant,Махачкала
Орота,restaurant,Махачкала
Очаг,restaurant,Махачкала
Пицца плюс,restaurant,Махачкала
Ресторан Питер/Порт-Петровск,restaurant,Махачкала
РОНА,bar,Махачкала
Банкетный зал Рамзес,restaurant,Махачкала
Рандеву,cafe,Махачкала
Родос клуб,nightclub,Махачкала
Ресторан Розовый Фламинго,restaurant,Махачкала
Роял М клуб,restaurant,Махачкала
Рублевка,restaurant,Махачкала
Ругуж,restaurant,Махачкала
Рум,restaurant,Махачкала
Сияние кафе,cafe,Махачкала
Слим клуб,bar,Махачкала
Снэк Мастер,fast_food,Махачкала
Снежана кафе,cafe,Махачкала
Созвездие,restaurant,Махачкала
Огни Баку,restaurant,Махачкала
Тархо,restaurant,Махачкала
Гостинница Темп,restaurant,Махачкала
Теодора р-н,restaurant,Махачкала
Тирамису,restaurant,Махачкала
Титаник,cafe,Махачкала
Бродвей,cafe,Махачкала
Торинто пиццерия,cafe,Махачкала
Точка кафе,cafe,Махачкала
Три медведя р-н,bar,Махачкала
У Друзей кафе,cafe,Махачкала
Фитучини кафе,cafe,Махачкала
Фьюжен,restaurant,Махачкала
Хаят кафе,fast_food,Махачкала
Хаят,fast_food,Махачкала
Хенде-хох,bar,Махачкала
Ресторан Царская Охота,restaurant,Махачкала
Чали,restaurant,Махачкала
Шахдаг,restaurant,Махачкала
Balizza,mall,Махачкала
Эдем,restaurant,Махачкала
Эльгусто,cafe,Махачкала
Эльсинор,restaurant,Махачкала
Эсперанто,restaurant,Махачкала
Этаж клуб,bar,Махачкала
Ювелирный павильон ,restaurant,Махачкала
Банкетный зал Юнтас,restaurant,Махачкала
Якорь кафе,restaurant,Махачкала
Янтарь пив-бар,bar,Махачкала
Янтарь пивной бар,pub,Махачкала
Счастье банкетный зал,restaurant,Махачкала
Вест,cafe,Махачкала
восточный дворик р-н,restaurant,Махачкала
Тулуза,food_court,Махачкала
Для Души,restaurant,Махачкала
кальянная Каир,nightclub,Махачкала
кальянная Медека,bar,Махачкала
кальянная Шамбала,bar,Махачкала
Хижина,restaurant,Махачкала
Кафе Дамаскус (Damaskus),cafe,Махачкала
Маяк,cafe,Махачкала
Время кофе,cafe,Махачкала
р-н 21 Век,restaurant,Махачкала
Белый дом,restaurant,Махачкала
Дракон,food_court,Махачкала
р-н Золотая вилка,restaurant,Махачкала
Tamalli Maak,restaurant,Махачкала
Cедьмое небо,restaurant,Махачкала
Тамаша,restaurant,Махачкала
Люди как люди,cafe,Махачкала
Интернет кафе Делта,cafe,Махачкала
Кафе Хаял,fast_food,Махачкала
Аравия,cafe,Махачкала
Квас (Капитанская Бочка),bar,Махачкала
Кофейня З&М,cafe,Махачкала
Мягкое мороженое,cafe,Махачкала
Б/З Элита,restaurant,Махачкала
ЛакиБургер,cafe,Махачкала
Б/З Ниагара,restaurant,Махачкала
Б/З Эльтав,restaurant,Махачкала
Империал,restaurant,Махачкала
Ресторан Аверон,restaurant,Махачкала
Ресторан Рафинато (Rafinato),restaurant,Махачкала
Барселона,bar,Махачкала
Караоке клуб Восточный майдан,nightclub,Махачкала
Б/З Уллубий,restaurant,Махачкала
Paradise,restaurant,Махачкала
Ветер,restaurant,Махачкала
Ресторан Персе (PerSe),restaurant,Махачкала
Американо,cafe,Махачкала
Б/З Милан,restaurant,Махачкала
Арагви,cafe,Махачкала
Торговый дом Имашка,mall,Махачкала
Ресторан Аура,restaurant,Махачкала
Ресторан В кругу друзей,restaurant,Махачкала
Пивной ресторан Охота,pub,Махачкала
Кафе Рома (Roma),cafe,Махачкала
Астория,restaurant,Махачкала
Банкетный зал Наутилус,restaurant,Махачкала
Васаби,cafe,Махачкала
Халиф,cafe,Махачкала
Кафе Балхар,cafe,Махачкала
Паскуччи,cafe,Махачкала
Мангал,cafe,Махачкала
Стамбул,cafe,Махачкала
Караоке-клуб Челентано,nightclub,Махачкала
Банкетный зал Анталья,restaurant,Махачкала
Три избушки,cafe,Махачкала
Блэк стар,nightclub,Махачкала
Ресторан Ретро(Retro),restaurant,Махачкала
Кофейня Изюминка,cafe,Махачкала
Кофейня Золотая турка,cafe,Махачкала
Атака,cafe,Махачкала
Б/З Хайятт (Hyatt),restaurant,Махачкала
Б/З Валас,restaurant,Махачкала
Исмат,restaurant,Махачкала
ТРЦ ИРС,mall,Махачкала
Б/З Националь (National),restaurant,Махачкала
Кебаб хаят,cafe,Махачкала
Кафе у Луизы,cafe,Махачкала
Яспер гриль,restaurant,Махачкала
Продажа торгового оборудования Жар,mall,Махачкала
Торговый центр Космос,mall,Махачкала
М-5,cafe,Махачкала
Сингарелла,cafe,Махачкала
Вираж,cafe,Махачкала
Дел Мар,cafe,Махачкала
Космос,cafe,Махачкала
Кафе Золотая вилка,cafe,Махачкала
Казан Мангал,restaurant,Махачкала
Банкетный зал Алмаз,restaurant,Махачкала
Роза ветров,restaurant,Махачкала
Банкетный зал Дагестан,restaurant,Махачкала
Сказка востока,cafe,Махачкала
Барон,cafe,Махачкала
Сан Марино,bar,Махачкала
Райская пицца,cafe,Махачкала
Охотник,restaurant,Махачкала
Анжи,cafe,Махачкала
Час-пик,cafe,Махачкала
Фараон,restaurant,Махачкала
,restaurant,Махачкала
Гламур,cafe,Махачкала
Shaurma,cafe,Махачкала
Кафе Паскуччи,nightclub,Махачкала
Магреб,cafe,Махачкала
Весна,cafe,Махачкала
Терем,cafe,Махачкала
Столичный,restaurant,Махачкала
Модный дом,mall,Махачкала
ГУМ на Восточном рынке,mall,Махачкала
Цезарь,mall,Махачкала
Экспресс,cafe,Махачкала
Эконом,mall,Махачкала
Брест,nightclub,Махачкала
М2,bar,Махачкала
Башня,restaurant,Махачкала
Чинна Хитта,cafe,Махачкала
Каспий,cafe,Махачкала
Султан (Sultan),restaurant,Махачкала
Шашлычная #1,cafe,Махачкала
Ясир,cafe,Махачкала
Japengo,cafe,Махачкала
Джапенго,cafe,Махачкала
Эдельвейс - банкетный зал,restaurant,Махачкала
Три льва,cafe,Махачкала
СОХО,cafe,Махачкала
Дубай,cafe,Махачкала
Алпан,cafe,Махачкала
Тимур выпечка,cafe,Махачкала
Акаро,restaurant,Махачкала
Громка,cafe,Махачкала
Б/З Сказка Востока,restaurant,Махачкала
"Караоке клуб Вейрон ""Veyron""",nightclub,Махачкала
СЭМ,cafe,Махачкала
Сахара кальянная,cafe,Махачкала
Кофейня Версаль,cafe,Махачкала
Буффето (Buffeto),cafe,Махачкала
Спортбар Беркут,bar,Махачкала
Кафе-бар Рататуй,cafe,Махачкала
Баревич,nightclub,Махачкала
Классик (Classic),restaurant,Махачкала
Сакля,cafe,Махачкала
Кафе Халиф,cafe,Махачкала
Яма,bar,Махачкала
777,restaurant,Махачкала
Буффет,cafe,Махачкала
Сафран,cafe,Махачкала
Инт,cafe,Махачкала
"Бад ""Bad""",cafe,Махачкала
Премиум,mall,Махачкала
Дача,cafe,Махачкала
караоке клуб Вегас,nightclub,Махачкала
ТАО,restaurant,Махачкала
Кафе Апетит,cafe,Махачкала
Хаус,cafe,Махачкала
гастроном,cafe,Махачкала
Родезия,cafe,Махачкала
кальянная Дамаск,cafe,Махачкала
Б/З Шах,restaurant,Махачкала
Лагуна,cafe,Махачкала
ВИП (VIP) ps4,cafe,Махачкала
Железка,cafe,Махачкала
Каприз,cafe,Махачкала
Прибой,cafe,Махачкала
У Тагира,cafe,Махачкала
Сабур,restaurant,Махачкала
Золушка кафе-выпечка,cafe,Махачкала
Нур шашлычная,cafe,Махачкала
Додо Пицца,fast_food,Махачкала
Роял бургер,cafe,Махачкала
Абу Даги,mall,Махачкала
1000 и 1 ночь,restaurant,Махачкала
Лион Халл,restaurant,Махачкала
Bilbao,cafe,Махачкала
ЗМ,cafe,Махачкала
Золотой век,restaurant,Махачкала
Шанти,restaurant,Махачкала
МД магазин сантехники,mall,Махачкала
Эдем магазин сантехники,mall,Махачкала
Губден,cafe,Махачкала
Т/Д Армада,mall,Махачкала
Маракана,bar,Махачкала
Шам,cafe,Махачкала
Веранда,cafe,Махачкала
Jasmine,cafe,Махачкала
Релакс,cafe,Махачкала
Березка,cafe,Махачкала
Пивбар Ореол,bar,Махачкала
Кафе бар Пять звезд,cafe,Махачкала
Пивной ресторан Бавариус,bar,Махачкала
Прибой,restaurant,Махачкала
Скачки,restaurant,Махачкала
Милано Риччи,restaurant,Махачкала
Мари,cafe,Махачкала
Кофейная Дольче Салато,cafe,Махачкала
Цитадель,nightclub,Махачкала
Миркато,cinema,Махачкала
Пивной бар Янтарь,pub,Махачкала
Дизайн-сервис,mall,Махачкала
Властелин кольца,restaurant,Махачкала
Сарихум,cafe,Махачкала
кафе-бар ЭМ Хаус,cafe,Махачкала
М Центр,cafe,Махачкала
GURMAN,cafe,Махачкала
Европа,restaurant,Махачкала
Шабаб,cafe,Махачкала
Б/З Горная долина,restaurant,Махачкала
МУЗЕЙ,cafe,Махачкала
Фортуна,restaurant,Махачкала
Маис,restaurant,Махачкала
Кафе АЗИЯ,cafe,Махачкала
Ресторан Набат,restaurant,Махачкала
Tea Garden,cafe,Махачкала
Старый Арбат,cafe,Махачкала
ТуттиФрутти,cafe,Махачкала
"""Кафэ""",cafe,Махачкала
Венская сказка,cafe,Махачкала
LaBottega,cafe,Махачкала
Bearlooga,cafe,Махачкала
Затерянный замок,cafe,Махачкала
Кафе Оазис,cafe,Махачкала
Кафе Аляска,cafe,Махачкала
Эйфория,restaurant,Махачкала
Бургерс,cafe,Махачкала
Fazenda,cafe,Махачкала
Юзерсиф,cafe,Махачкала
CAPPUCCINO,restaurant,Махачкала
Z&M,restaurant,Махачкала
DaDa,cafe,Махачкала
Кафе Хlалял,cafe,Махачкала
сафран,cafe,Махачкала
Gazetta,cafe,Махачкала
Коктель,cafe,Махачкала
Art cafe & Art Voice,nightclub,Махачкала
Баракат,cafe,Махачкала
Магнолия,cafe,Махачкала
V.I.P ВИП Чайхана Кальянная,cafe,Махачкала
Сальма,restaurant,Махачкала
Обжорка,fast_food,Махачкала
Старый город,restaurant,Махачкала
KFC,fast_food,Махачкала
КАФЕ&БИСТРО ТОЧКА,cafe,Махачкала
Алзар,cafe,Махачкала
Восточная пальмира,restaurant,Махачкала
,bar,Махачкала
Восторг,fast_food,Махачкала
легенда,cafe,Махачкала
Vavilon,cafe,Махачкала
Универ,cafe,Махачкала
Кафе-бистро ХАЛЯЛ,cafe,Махачкала
кафе HOME,cafe,Махачкала
СалиТа-М,cafe,Махачкала
"Чудушная ""Гулинка""",cafe,Махачкала
Северный,mall,Махачкала
Дама,cafe,Махачкала
З&М кафе,cafe,Махачкала
Узбекский,cafe,Махачкала
Хинкальная #1,cafe,Махачкала
Вишня,cafe,Махачкала
Кафе-бар Хинкальная,cafe,Махачкала
Кафе Скиф,cafe,Махачкала
Аул,bar,Махачкала
Halal,cafe,Махачкала
Лезгинка,restaurant,Махачкала
Black Town,cafe,Махачкала
Дамаск,cafe,Махачкала
Семья,cafe,Махачкала
Центр этнической культуры,museum,Махачкала
Антико,cafe,Махачкала
"Этнографический музей ""Дагестанский аул",museum,Махачкала
СДЭК транспортная компания,mall,Махачкала
Музей истории театров Дагестана,museum,Махачкала
Вейнерский сад,restaurant,Махачкала
Аригато,cafe,Махачкала
Бисмиллях,cafe,Махачкала
PUB,bar,Махачкала
Кофейня,cafe,Махачкала
TARUM,cafe,Махачкала
Ницца,cafe,Махачкала
Wafbusters,cafe,Махачкала
Столовая #1,fast_food,Махачкала
Марокко,cafe,Махачкала
Сандал,cafe,Махачкала
Agraba,cafe,Махачкала
Столовая 999,cafe,Махачкала
Халифат,cafe,Махачкала
У моста,bar,Махачкала
Шашлычный домик,cafe,Махачкала
Южный дворик,cafe,Махачкала
Акуша,cafe,Махачкала
Трио,cafe,Махачкала
Аул,cafe,Махачкала
Магия вкуса,cafe,Махачкала
Лакомка,cafe,Махачкала
Cafe_caprice,cafe,Махачкала
Туман,cafe,Махачкала
Miracle,cafe,Махачкала
Хинкальная,cafe,Махачкала
Ottoman palace,restaurant,Махачкала
Столовая #1,cafe,Махачкала
За углом,cafe,Махачкала
Кубачи,artwork,Махачкала
Каприччио,cafe,Махачкала
"Куры гриль,кафе",cafe,Махачкала
Кафе √1,cafe,Махачкала
Свадебная карета,attraction,Махачкала
Family кофейня,cafe,Махачкала
Арбэн,artwork,Махачкала
Вкусномания,fast_food,Махачкала
Гам-гам,cafe,Махачкала
Madsilk,artwork,Махачкала
Ниагара,cafe,Махачкала
Банза,cafe,Махачкала
Хуторок,cafe,Махачкала
Куры гриль,fast_food,Махачкала
Глобус,cafe,Махачкала
XXI век,restaurant,Махачкала
Nostalgie,restaurant,Махачкала
Крым,bar,Махачкала
Кафе Мангал,cafe,Махачкала
Чудушная торец шамиля 91,cafe,Махачкала
Туман,nightclub,Махачкала
Hayal,restaurant,Махачкала
Жасмин,restaurant,Махачкала
Парус,cafe,Махачкала
Талисман,fast_food,Махачкала
Лазурит,restaurant,Махачкала
Ватан,restaurant,Махачкала
Хатиджа,restaurant,Махачкала
Green park,cafe,Махачкала
"Столовая ""Хаят""",cafe,Махачкала
Мару,cafe,Махачкала
Экзотика,restaurant,Махачкала
Б/З Лазурит,restaurant,Махачкала
Банкетный зал Орион,restaurant,Махачкала
Кафе Кадар,cafe,Махачкала
Пивной бар,bar,Махачкала
